audio file path;album metadata;album directory
C:\Music\Pee Wee Crayton\Pee Wee Crayton - Blues After Hours.mp3;Blues Collection [Disc 1];Blues Collection [Disc 1]
C:\Music\Pee Wee Crayton\Pee Wee Crayton-Need Your Love So Bad.mp3;The Blues Collection;The Blues Collection
C:\Music\Peetie Wheatstraw\Peetie Wheatstraw-Sweet Home Blues.mp3;Legends Of The Blues: Volume 1;Legends Of The Blues- Volume 1
C:\Music\Peg Leg Sam\Peg Leg Sam - Joshua Fit The Battle Of Jericho.mp3;The Great Tomato Blues Package;The Great Tomato Blues Package
C:\Music\Peggy Lee\Peggy Lee - The Christmas Waltz.mp3;Now Christmas Traditional;Now Christmas Traditional
C:\Music\Peppermint Harris\Peppermint Harris-I Got Loaded.mp3;Whole Lotta...Blues - Legends Of Texas Blues;Whole Lotta...Blues - Legends Of Texas Blues
C:\Music\Percy Sledge\Percy Sledge - When A Man Needs A Woman.mp3;The Great Tomato Blues Package;The Great Tomato Blues Package
C:\Music\Peter Frampton\Peter Frampton-Do You Feel Like I Do-.mp3;Frampton Comes Alive!;Frampton Comes Alive!
C:\Music\Peter Frampton\Peter Frampton-Show Me The Way.mp3;Greatest Hits;Greatest Hits
C:\Music\Phillip Walker\Phillip Walker-Wondering.mp3;Louisiana Scrapbook;Louisiana Scrapbook
C:\Music\Pinetop Perkins\Pinetop Perkins-Hoochie Coochie Man.mp3;American Roots Songbook - The Blues;American Roots Songbook - The Blues
C:\Music\Pink\Pink-Just Give Me a Reason.mp3;The Truth About Love;The Truth About Love
C:\Music\Pink\Pink-Trouble.mp3;Trouble;Trouble
C:\Music\Poison\Poison-EVERY ROSE HAS ITS THORN.MP3;Open Up and Say...Ahh!;Open Up and Say...Ahh!
C:\Music\Poison\Poison-Once Bitten twice shy.mp3;Greatest Hits;Greatest Hits
C:\Music\Prairie Oyster\Prairie Oyster-Ancient History.mp3;Only One Moon;Only One Moon
C:\Music\Prairie Oyster\Prairie Oyster-Don't Cry Little Angel.mp3;Only One Moon;Only One Moon
C:\Music\Prairie Oyster\Prairie Oyster-Louisiette.mp3;Only One Moon;Only One Moon
C:\Music\Prairie Oyster\Prairie Oyster-One Way Track.mp3;Blue Plate Special;Blue Plate Special
C:\Music\Prairie Oyster\Prairie Oyster-Only One Moon.mp3;Only One Moon;Only One Moon
C:\Music\Prairie Oyster\Prairie Oyster-She Won't Be Lonely Long.mp3;Blue Plate Special;Blue Plate Special
C:\Music\Prince\Prince-Little Red Corvette.mp3;The Hits 2;The Hits 2
C:\Music\Prince\Prince-Raspberry Beret.mp3;The Hits 2;The Hits 2
C:\Music\Procol Harum\Procol Harum-Conquistador.mp3;The Best Of Procul Harum;The Best Of Procul Harum
C:\Music\Professor Longhair\Professor Longhair - How Long Has That Train Been Gone.mp3;Best Of Blues;Best Of Blues
C:\Music\Professor Longhair\Professor Longhair - They Call Me Doctor Professor Longhair.mp3;Best Of Blues;Best Of Blues
C:\Music\Queen\Queen-Bohemian Rhapsody.mp3;A Night At The Opera;A Night At The Opera
C:\Music\Quiet Riot\Quiet Riot-Cum On Feel The Noise.mp3;Best Of The 80's;Best Of The 80's
C:\Music\Quiet Riot\Quiet Riot-Girls Rock your Boys.mp3;Monsters of Rock;Monsters of Rock
C:\Music\REO Speedwagon\REO Speedwagon-I Can't Fight This Feeling Anymore.mp3;Wheels Are Turnin';Wheels Are Turnin'
C:\Music\Randy Travis\Randy Travis-Amazing Grace.mp3;Inspirational Journey;Inspirational Journey
C:\Music\Randy Travis\Randy Travis-Before You Kill Us All.mp3;This Is Me;This Is Me
C:\Music\Randy Travis\Randy Travis-Forever And Ever, Amen.mp3;Always & Forever;Always & Forever
C:\Music\Randy Travis\Randy Travis-Good Intentions.mp3;Forever & Ever;Forever & Ever
C:\Music\Randy Travis\Randy Travis-Honky Tonk Side Of Town.mp3;This Is Me;This Is Me
C:\Music\Randy Travis\Randy Travis-Runaway Train.mp3;This Is Me;This Is Me
C:\Music\Randy Travis\Randy Travis-The Box.mp3;This Is Me;This Is Me
C:\Music\Randy Travis\Randy Travis-Whisper My Name.mp3;This Is Me;This Is Me
C:\Music\Ray Charles\Ray Charles-Blues Is My Middle Name.mp3;The Blues Collection;The Blues Collection
C:\Music\Ray Charles\Ray Charles-C C Rider.mp3;The Blues As It Was;The Blues As It Was
C:\Music\Ray Charles\Ray Charles-Hey Now.mp3;The Blues Collection;The Blues Collection
C:\Music\Ray Charles\Ray Charles-I Wonder Who's Kissing Her Now.mp3;The Blues Collection;The Blues Collection
C:\Music\Ray Charles\Ray Charles-I'm Wonderin' And Wonderin'.mp3;The Blues Collection;The Blues Collection
C:\Music\Ray Charles\Ray Charles-Sentimental Blues.mp3;Travelin' Blues;Travelin' Blues
C:\Music\Red Hot Chili Peppers\Red Hot Chili Peppers - The Zepher Song.mp3;By the Way;By the Way
C:\Music\Red Hot Chili Peppers\Red Hot Chili Peppers-Californication.mp3;Greatest Hits;Greatest Hits
C:\Music\Red Hot Chili Peppers\Red Hot Chili Peppers-Otherside.mp3;Californication;Californication
C:\Music\Red Rider\Red Rider-Boy Inside The Man.mp3;The Symphony Sessions;The Symphony Sessions
C:\Music\Red Rider\Red Rider-Lunatic Fringe.mp3;As Far as Siam;As Far as Siam
C:\Music\Restless Heart\Restless Heart-When She Cries.mp3;Country Hearts;Country Hearts
C:\Music\Reverend Gary Davis\Reverend Gary Davis-Cross And Evil Woman Blues.mp3;American Roots Songbook - The Blues;American Roots Songbook - The Blues
C:\Music\Richard Berry\Richard Berry-Round About Midnight.mp3;The Blues Collection;The Blues Collection
C:\Music\Richard Groove Holmes\Richard Groove Holmes - Groovin' Groove.mp3;Blues In The Night;Blues In The Night
C:\Music\Richard Groove Holmes\Richard Groove Holmes - Here's The Rainy Day.mp3;Blues In The Night;Blues In The Night
C:\Music\Rick Fines\Rick Fines - 2000 Miles Back Home.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Fines\Rick Fines - Back In The Backwoods.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Fines\Rick Fines - Careful What You Want.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Fines\Rick Fines - Coffee, One Cream.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Fines\Rick Fines - My Baby Knows.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Fines\Rick Fines - No Expectations.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Fines\Rick Fines - Out Of The Living Room.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Fines\Rick Fines - Proud Papa.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Fines\Rick Fines - Richland Women Blues.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Fines\Rick Fines - Same Boat.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Fines\Rick Fines - That's How I Feel.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Fines\Rick Fines - Where Birds Sing.mp3;Out Of The Living Room;Out Of The Living Room
C:\Music\Rick Springfield\Rick Springfield-Human Touch.mp3;We Are the '80s;We Are the '80s
C:\Music\Ricky Martin\Ricky Martin-She Bangs.mp3;Sound Loaded;Sound Loaded
C:\Music\Ricky Martin\Ricky Martin-The Cup of life.mp3;The Cup of Life;The Cup of Life
C:\Music\Ricky Nelson\Rick Nelson-Hello Mary Lou.mp3;The Best Of Rick Nelson;The Best Of Rick Nelson
C:\Music\Robbie Neville\Robbie Neville-Dominoes.mp3;Wot's It to Ya: The Best of Robbie Nevil;Wot's It to Ya- The Best of Robbie Nevil
C:\Music\Robert Cray\Robert Cray - Too Many Cooks.mp3;The Great Tomato Blues Package;The Great Tomato Blues Package
C:\Music\Robert Cray\Robert Cray-Fantasized.mp3;Strong Persuader;Strong Persuader
C:\Music\Robert Cray\Robert Cray-Foul Play.mp3;Strong Persuader;Strong Persuader
C:\Music\Robert Cray\Robert Cray-I Guess I Showed Her.mp3;Strong Persuader;Strong Persuader
C:\Music\Robert Cray\Robert Cray-I Wonder.mp3;Strong Persuader;Strong Persuader
C:\Music\Robert Cray\Robert Cray-More Than I Can Stand.mp3;Strong Persuader;Strong Persuader
C:\Music\Robert Cray\Robert Cray-New Blood.mp3;Strong Persuader;Strong Persuader
C:\Music\Robert Cray\Robert Cray-Nothin' But A Woman.mp3;Strong Persuader;Strong Persuader
C:\Music\Robert Cray\Robert Cray-Right Next Door (Because Of Me).mp3;Strong Persuader;Strong Persuader
C:\Music\Robert Cray\Robert Cray-Smoking Gun.mp3;Strong Persuader;Strong Persuader
C:\Music\Robert Cray\Robert Cray-Still Around.mp3;Strong Persuader;Strong Persuader
C:\Music\Robert Johnson\Robert Johnson - Kindhearted Woman Blues.mp3;Every Day I Have The Blues;Every Day I Have The Blues
C:\Music\Robert Johnson\Robert Johnson - Sweet Home Chicago.mp3;The Blues;The Blues
C:\Music\Robert Johnson\Robert Johnson-Cross Road Blues.mp3;Every Day I Have The Blues;Every Day I Have The Blues
C:\Music\Robert Johnson\Robert Johnson-Hellhound On My Trail.mp3;Every Day I Have The Blues;Every Day I Have The Blues
C:\Music\Robert Johnson\Robert Johnson-Stop Breakin' Down Blues.mp3;Legends Of The Blues: Volume 1;Legends Of The Blues- Volume 1
C:\Music\Robert Nighthawk\Robert Nighthawk-Anna Lee Blues.mp3;Every Day I Have The Blues;Every Day I Have The Blues
C:\Music\Robert Nighthawk\Robert Nighthawk-Black Angel Blues.mp3;Every Day I Have The Blues;Every Day I Have The Blues
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Fortune Teller.mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Gone Gone Gone (Done moved On).mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Killing the Blues.mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Let Your Loss Be Your lesson.mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Nothin'.mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Please Read The Letter.mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Polly Come Home.mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Rich Woman.mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Sister Rosetta Goes Before Us.mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Stick With Me Baby.mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Through The Morning, Through The Night.mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Trampled Rose.mp3;Raising Sand;Raising Sand
C:\Music\Robert Plant & Alison Krauss\Robert Plant & Alison Krauss-Your Long Journey.mp3;Raising Sand;Raising Sand
C:\Music\Robert Shaw\Robert Shaw-Going Down The Gulf.mp3;Whole Lotta...Blues - Legends Of Texas Blues;Whole Lotta...Blues - Legends Of Texas Blues
C:\Music\Robin Williams\Robin Williams - Reality ... What a Concept Side 1.mp3;Reality ... What a Concept;Reality ... What a Concept
C:\Music\Robin Williams\Robin Williams - Reality ... What a Concept Side 2.mp3;Reality ... What a Cconcept;Reality ... What a Cconcept
C:\Music\Rod Stewart\Rod Stewart-Mandolin Wind.mp3;Every Picture Tells A Story;Every Picture Tells A Story
C:\Music\Roger Whittaker\Roger Whittaker-The Last Farewell.mp3;The World of Roger Whittaker;The World of Roger Whittaker
C:\Music\Ronan Hardiman\Ronan Hardiman-Love Song.mp3;Solas;Solas
C:\Music\Roosevelt Sykes\Roosevelt Sykes - Music Is My Business.mp3;The Great Tomato Blues Package;The Great Tomato Blues Package
C:\Music\Roosevelt Sykes\Roosevelt Sykes - Out on a Limb.mp3;Its All About the Blues;Its All About the Blues
C:\Music\Roosevelt Sykes\Roosevelt Sykes - St. James Infirmary.mp3;Best Of Blues;Best Of Blues
C:\Music\Roosevelt Sykes\Roosevelt Sykes-Bad News.mp3;Still Got The Blues, Vol:4;Still Got The Blues, Vol-4
C:\Music\Roosevelt Sykes\Roosevelt Sykes-Roosevelt Blues.mp3;Every Day I Have The Blues;Every Day I Have The Blues
C:\Music\Roxette\Roxette - Joyride.mp3;Tourism;Tourism
C:\Music\Roxette\Roxette - Sleeping In My Car.mp3;Crash! Boom! Bang!;Crash! Boom! Bang!
C:\Music\Roxette\Roxette - The Look.mp3;Tourism;Tourism
C:\Music\Roxette\Roxette-Dressed for success.mp3;Look Sharp!;Look Sharp!
C:\Music\Roxette\Roxette-Fading Like a Flower.mp3;Joyride;Joyride
C:\Music\Roxette\Roxette-Hotblooded.mp3;Joyride;Joyride
C:\Music\Roxette\Roxette-Knockin' on Every Door.mp3;Joyride;Joyride
C:\Music\Roxette\Roxette-Small Talk.mp3;Joyride;Joyride
C:\Music\Roxette\Roxette-The Big L.mp3;Joyride;Joyride
C:\Music\Roxy Music\Roxy Music-Avalon.mp3;Avalon;Avalon
C:\Music\Roy Brown\Roy Brown - Let The Four Winds Blow.mp3;Best Of The Blues, Vol. 1;Best Of The Blues, Vol. 1
C:\Music\Roy Buchanan\Roy Buchanan-After Hours.mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Buchanan\Roy Buchanan-CC Ryder.mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Buchanan\Roy Buchanan-Country Preacher.mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Buchanan\Roy Buchanan-Filthy Teddy.mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Buchanan\Roy Buchanan-Five String Blues.mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Buchanan\Roy Buchanan-Hey Joe.mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Buchanan\Roy Buchanan-I'm Evil [Live].mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Buchanan\Roy Buchanan-Pete's Blue.mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Buchanan\Roy Buchanan-Roy's Bluz.mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Buchanan\Roy Buchanan-Sweet Dreams.mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Buchanan\Roy Buchanan-The Messiah Will Come Again.mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Buchanan\Roy Buchanan-Wayfaring Pilgrim.mp3;20th Century Masters;20th Century Masters
C:\Music\Roy Milton\Roy Millton - Information Blues.mp3;Blues Collection [Disc 1];Blues Collection [Disc 1]
C:\Music\Roy Milton\Roy Milton-RM Blues.mp3;The Blues Collection;The Blues Collection
C:\Music\Roy Milton\Roy Milton-Red Light.mp3;The Blues Collection;The Blues Collection
C:\Music\Russell Watson\Russell Watson-Faith Of The Heart (Enterprise Theme).mp3;Encore;Encore
C:\Music\Ruth Brown\Ruth Brown-Ain't No Piece Of Cake.mp3;Ladies Sing The Blues;Ladies Sing The Blues
C:\Music\Ruthie Foster\Ruthie Foster-Death Came A-Knockin' (Travelin' Shoes).mp3;Runaway Soul;Runaway Soul
C:\Music\Ruthie Foster\Ruthie Foster-Give You My Love.mp3;Runaway Soul;Runaway Soul
C:\Music\Ruthie Foster\Ruthie Foster-Hole In My Pocket.mp3;Runaway Soul;Runaway Soul
C:\Music\Ruthie Foster\Ruthie Foster-Home.mp3;Runaway Soul;Runaway Soul
C:\Music\Ruthie Foster\Ruthie Foster-Joy.mp3;Runaway Soul;Runaway Soul
C:\Music\Ruthie Foster\Ruthie Foster-Ocean Of Tears (Mama).mp3;Runaway Soul;Runaway Soul
C:\Music\Ruthie Foster\Ruthie Foster-Runaway Soul.mp3;Runaway Soul;Runaway Soul
C:\Music\Ruthie Foster\Ruthie Foster-Smalltown Blues.mp3;Runaway Soul;Runaway Soul
C:\Music\Ruthie Foster\Ruthie Foster-Walk On.mp3;Runaway Soul;Runaway Soul
C:\Music\Ruthie Foster\Ruthie Foster-Woke Up This Morning.mp3;Runaway Soul;Runaway Soul
C:\Music\Sam the Sham and the Pharoahs\Sam the Sham and the Pharaohs-Wooley Bully.mp3;Tacky Tunes;Tacky Tunes
C:\Music\Sammy Hagar\Sammy Hagar-Can't Drive 55.mp3;VOA;VOA
C:\Music\Sara Evans\Sara Evans-Suds In the Bucket.mp3;Restless;Restless
C:\Music\Sarah Brightman\Sarah Brightman - Ave Maria.mp3;Now Christmas Traditional;Now Christmas Traditional
C:\Music\Sarah Vaughan\Sarah Vaughan-Mean To Me.mp3;Ladies Sing The Blues;Ladies Sing The Blues
C:\Music\Sawyer Brown\Sawyer Brown-Six Days On The Road.mp3;The Hits Live;The Hits Live
C:\Music\Sawyer Brown\Sawyer Brown-Some Girls Do.mp3;The Dirt Road;The Dirt Road
C:\Music\Sawyer Brown\Sawyer Brown-The Race Is On.mp3;Greatest Hits;Greatest Hits
C:\Music\Scandal\Scandal-The Warrior.mp3;Rock Of The 80's Volume 14;Rock Of The 80's Volume 14
C:\Music\Schuld & Stamer\Schuld & Stamer-Backwater Blues.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Schuld & Stamer\Schuld & Stamer-Bourgeois Blues.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Schuld & Stamer\Schuld & Stamer-Dark Was the Night.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Schuld & Stamer\Schuld & Stamer-Down in Mississippi.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Schuld & Stamer\Schuld & Stamer-Easy Rider Blues.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Schuld & Stamer\Schuld & Stamer-Going Down Slow.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Schuld & Stamer\Schuld & Stamer-Here I Am.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Schuld & Stamer\Schuld & Stamer-How Long.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Schuld & Stamer\Schuld & Stamer-This Train.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Schuld & Stamer\Schuld & Stamer-Trouble in Mind.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Schuld & Stamer\Schuld & Stamer-Voodoo Music.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Schuld & Stamer\Schuld & Stamer-Worried Man Blues.mp3;You Got the Bread...We Got the Jam!;You Got the Bread...We Got the Jam!
C:\Music\Scorpions\Scorpions-Rock You Like A Hurricane.mp3;Scorpions;Scorpions
C:\Music\Screamin' Jay Hawkins\Screamin' Jay Hawkins - I Put A Spell On You.mp3;The Blues;The Blues
C:\Music\Shakira\Shakira-Underneath your clothes.mp3;Laundry Service;Laundry Service
C:\Music\Shakira\Shakira-Whenever, Wherever.mp3;Laundry Service;Laundry Service
C:\Music\Shaye\Shaye - Happy Baby.mp3;The Bridge;The Bridge
C:\Music\Sheryl Crow\Sheryl Crow-A Change Would Do You Good.mp3;The Very Best of Sheryl Crow;The Very Best of Sheryl Crow
C:\Music\Sheryl Crow\Sheryl Crow-All I Wanna Do.mp3;The Very Best of Sheryl Crow;The Very Best of Sheryl Crow
C:\Music\Sheryl Crow\Sheryl Crow-Everyday Is a Winding Road.mp3;The Very Best of Sheryl Crow;The Very Best of Sheryl Crow
C:\Music\Sheryl Crow\Sheryl Crow-If It Makes You Happy.mp3;The Very Best of Sheryl Crow;The Very Best of Sheryl Crow
C:\Music\Sheryl Crow\Sheryl Crow-Light in Your Eyes.mp3;The Very Best of Sheryl Crow;The Very Best of Sheryl Crow
C:\Music\Sheryl Crow\Sheryl Crow-My Favorite Mistake.mp3;The Very Best of Sheryl Crow;The Very Best of Sheryl Crow
C:\Music\Sheryl Crow\Sheryl Crow-Soak Up the Sun.mp3;The Very Best of Sheryl Crow;The Very Best of Sheryl Crow
C:\Music\Sheryl Crow\Sheryl Crow-Steve McQueen.mp3;The Very Best of Sheryl Crow;The Very Best of Sheryl Crow
C:\Music\Sheryl Crow\Sheryl Crow-Swwet Child O' Mine.mp3;Globe Sessions;Globe Sessions
C:\Music\Sheryl Crow\Sheryl Crow-The First Cut Is the Deepest.mp3;The Very Best of Sheryl Crow;The Very Best of Sheryl Crow
C:\Music\Shinedown\Shinedown-If You Only Knew.mp3;The Sound of Madness;The Sound of Madness
C:\Music\Sick Puppies\Sick Puppies-Maybe.mp3;Tri-Polar;Tri-Polar
C:\Music\Sid Marty\Sid Marty-A Serious Man.mp3;Elsewhere;Elsewhere
C:\Music\Sid Marty\Sid Marty-Alpenglow.mp3;Elsewhere;Elsewhere
C:\Music\Sid Marty\Sid Marty-Arrows Of Pity.mp3;Elsewhere;Elsewhere
C:\Music\Sid Marty\Sid Marty-For The Wild Rose.mp3;Elsewhere;Elsewhere
C:\Music\Sid Marty\Sid Marty-Hidden Hotsprings.mp3;Elsewhere;Elsewhere
C:\Music\Sid Marty\Sid Marty-Maybe The Wind.mp3;Elsewhere;Elsewhere
C:\Music\Sid Marty\Sid Marty-Mountain Earth.mp3;Elsewhere;Elsewhere
C:\Music\Sid Marty\Sid Marty-Other Peoples Cattle.mp3;Elsewhere;Elsewhere
C:\Music\Sid Marty\Sid Marty-Ou Sont Les Neiges D'Antan.mp3;Elsewhere;Elsewhere
C:\Music\Sid Marty\Sid Marty-The Key Of Joy.mp3;Elsewhere;Elsewhere
C:\Music\Sid Marty\Sid Marty-Two Pink Flamingos.mp3;Elsewhere;Elsewhere
C:\Music\Sid Marty\Sid Marty-When The Raven Sings.mp3;Elsewhere;Elsewhere
C:\Music\Sidney Bechet\Sidney Bechet-St. Louis Blues.mp3;Best Of Sidney Bechet;Best Of Sidney Bechet
C:\Music\Simon & Garfunkel\Simon and Garfunkel - A Hazy Shade of Winter.mp3;The Best Of Simon & Garfunkel;The Best Of Simon & Garfunkel
C:\Music\Simon & Garfunkel\Simon and Garfunkel - America.mp3;The Concert in Central Park;The Concert in Central Park
C:\Music\Simon & Garfunkel\Simon and Garfunkel - Feeling Groovy.mp3;The Concert in Central Park;The Concert in Central Park
C:\Music\Simon & Garfunkel\Simon and Garfunkel - I Am a Rock.mp3;Simon and Garfunkel's Greatest Hits;Simon and Garfunkel's Greatest Hits
C:\Music\Simon & Garfunkel\Simon and Garfunkel - Mrs. Robinson.mp3;Simon and Garfunkel's Greatest Hits;Simon and Garfunkel's Greatest Hits
C:\Music\Simon & Garfunkel\Simon and Garfunkel - Scarborough Fair.mp3;The Concert in Central Park;The Concert in Central Park
C:\Music\Simon & Garfunkel\Simon and Garfunkel - The Sound of Silence.mp3;Simon and Garfunkel's Greatest Hits;Simon and Garfunkel's Greatest Hits
C:\Music\Simon & Garfunkel\Simon and Garfunkel-59 Street Song.mp3;Live 1969;Live 1969
C:\Music\Simon & Garfunkel\Simon and Garfunkel-Fifty ways to leave your lover.mp3;The Concert in Central Park;The Concert in Central Park
C:\Music\Simple Minds\Simple Minds-Don't You (Forget About Me).mp3;Glittering Prize;Glittering Prize
C:\Music\Sinead O'Connor\Sinéad O'Connor-The Emperor's New Clothes.mp3;I Do Not Want What I Haven't Got;I Do Not Want What I Haven't Got
C:\Music\Sixpence None The Richer\Sixpence None The Richer-Don't Dream It's Over.mp3;Divine Discontent;Divine Discontent
C:\Music\Sixpence None The Richer\Sixpence None The Richer-Kiss Me.mp3;Sixpence None The Richer;Sixpence None The Richer
C:\Music\Sixpence None The Richer\Sixpence None The Richer-There She Goes.mp3;Sixpence None The Richer;Sixpence None The Richer
C:\Music\Sixpence None The Richer\Sixpence None the Richer-I Need Love.mp3;Here on Earth Soundtrack;Here on Earth Soundtrack
C:\Music\Smokey Hogg\Smokey Hogg - Little School Girl.mp3;Its All About the Blues;Its All About the Blues
C:\Music\Smokey Hogg\Smokey Hogg-Long Tall Mama.mp3;Whole Lotta...Blues - Legends Of Texas Blues;Whole Lotta...Blues - Legends Of Texas Blues
C:\Music\Sniff 'n' The Tears\Sniff 'n' The Tears-Driver's Seat.mp3;Fickle Heart;Fickle Heart
C:\Music\Son House\Son House - A True Friend Is Hard To Find.mp3;The Blues For The Road;The Blues For The Road
C:\Music\Son House\Son House-Death Letter.mp3;Legends Of The Blues: Volume 1;Legends Of The Blues- Volume 1
C:\Music\Son House\Son House-Preachin' The Blues.mp3;The Blues As It Was;The Blues As It Was
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Black Gal Blues.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Bluebird Blues.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Decoration Blues.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Early In The Morning.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Fattening Frogs For Snakes.mp3;The Great Tomato Blues Package;The Great Tomato Blues Package
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Good Gravy.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Good Morning Little Schoolgirl.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Got The Bottle Up And Gone.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - I Been Dealing With The Devil.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Jivin' The Blues.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Lord, Oh Lord Blues.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Million Years Blues.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - My Little Machine.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Shotgun Blues.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Sugar Mama.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - TB Blues.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Tell Me Baby.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Welfare Store Blues.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson - Whiskey Headed Woman.mp3;Early In The Morning;Early In The Morning
C:\Music\Sonny Boy Williamson\Sonny Boy Williamson-Bye Bye Bird.mp3;Still Got The Blues, Vol:4;Still Got The Blues, Vol-4
C:\Music\Sonny Terry\Sonny Terry & Brownie McGhee - Good Morning Blues.mp3;The Rising Sun Collection Vol. 11;The Rising Sun Collection Vol. 11
C:\Music\Sonny Terry\Sonny Terry & Brownie McGhee - I'm Gonna Get On My Feets After A While.mp3;The Rising Sun Collection Vol. 11;The Rising Sun Collection Vol. 11
